"Project Number","File Number","Condo Name","County","Street City State Zip","Units","Recorded Date","Primary Status","Secondary Status","Managing Entity Number","Managing Entity Name","Managing Entity Route","Managing Entity Street","Managing Entity City","Managing Entity State","Managing Entity Zip"
"PR1M007581","48011","PALM CHASE CONDO #90","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","2","09/12/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M007582","48012","PALM CHASE CONDO #92","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","2","08/20/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M007583","48013","PALM CHASE CONDO #93","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","2","08/20/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M007584","48014","PALM CHASE CONDO #94","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","2","08/14/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M007585","48015","PALM CHASE CONDO #95","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","2","08/14/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M007587","48017","PALM CHASE CONDO #97","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","2","07/25/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M007588","48018","PALM CHASE CONDO #98","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","2","07/30/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M007589","48019","PALM CHASE CONDO #99","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","2","07/25/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M007590","48020","PALM CHASE CONDO #100","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","2","07/25/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M007591","48021","PALM CHASE CONDO #101","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","2","06/20/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M007592","48022","PALM CHASE CONDO #102","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","2","06/11/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M007595","48024","PALM CHASE CONDO #104","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","2","05/22/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M007596","48025","PALM CHASE CONDO #105","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","2","06/10/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M007597","48026","PALM CHASE CONDO #106","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","2","05/22/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M007598","48027","PALM CHASE CONDO #109","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","2","05/22/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M007599","48028","PALM CHASE CONDO #110","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","2","06/10/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M007601","48030","PALM CHASE CONDO #112","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","2","05/22/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M007603","48032","PALM CHASE CONDO #115","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","2","05/01/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M007604","48033","PALM CHASE CONDO #116","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","2","06/10/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M007605","48034","PALM CHASE CONDO #117","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","2","02/26/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M007606","48035","PALM CHASE CONDO #118","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","2","02/26/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M007607","48036","PALM CHASE CONDO #119","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","2","03/06/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M007608","48037","PALM CHASE CONDO #120","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","2","03/06/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M007610","48039","PALM CHASE CONDO #122","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","4","08/04/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M007611","48040","PALM CHASE CONDO #123","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","4","08/04/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M007612","48041","PALM CHASE CONDO #124","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","4","04/11/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M007614","48043","PALM CHASE CONDO #126","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","4","03/24/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M007615","48044","PALM CHASE CONDO #127","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","4","05/01/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M007617","48046","PALM CHASE CONDO #129","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","4","05/29/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M007618","48047","PALM CHASE CONDO #130","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","4","06/10/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M007619","48048","PALM CHASE CONDO #131","Palm Beach","10755 PALM LAKE AVENUE, BOYNTON BEACH, FL 33437","4","06/10/1986","Approved","Delinquent","MA00008343","PALM CHASE CONDO ASSOC., INC.","","10755 PALM LAKE AVENUE","BOYNTON BEACH","FL","33437"
"PR1M019863","50072","STRATFORD AT ABERDEEN I, A CONDO","Palm Beach","ABERDEEN DRIVE, BOYNTON BEACH, FL 33437","12","11/02/1988","Approved","Delinquent","MA00018340","STRATFORD AT ABERDEEN CONDO ASSN INC","","12765 FOREST HILL BLVD, SUITE 1320","WELLINGTON","FL","33414"
"PR1M019911","50088","OLIVE GLEN VILLAS II CONDO","Broward","3102 NW 3RD AVE, POMPANO BEACH, FL 33064-2904","52","08/22/1978","Approved","Delinquent","MA00018423","OLIVE GLEN CONDO ASSN INC","C/O MANAGEMENT 1, LLC","17670 NW 78 AVE #202","MIAMI LAKES","FL","33015"
"PR1M019912","50089","OLIVE GLEN GARDENS CONDO","Broward","3102 NW 3RD AVE, POMPANO BEACH, FL 33064-2904","160","01/01/1979","Approved","Delinquent","MA00018423","OLIVE GLEN CONDO ASSN INC","C/O MANAGEMENT 1, LLC","17670 NW 78 AVE #202","MIAMI LAKES","FL","33015"
"PR1P000455","50993","GRENADIER LAKES @ WELLEBY A CONDO PH 1-4","Broward","NW 95TH TERRACE, SUNRISE, FL 33065","128","01/01/1984","Approved","Delinquent","MA00010662","GRENADIER LAKES AT WELLEBY CONDO INC","C/O WEST BROWARD COMMUNITY MANAGEMENT","820 SOUTH STATE ROAD 7","PLANTATION","FL","33317"
"PR1P000456","50994","GRENADIER LAKES AT WELLEBY TWO, A CONDO.","Broward","N.W. 95TH TERRACE, SUNRISE, FL 33065","23","01/23/1987","Approved","Delinquent","MA00010662","GRENADIER LAKES AT WELLEBY CONDO INC","C/O WEST BROWARD COMMUNITY MANAGEMENT","820 SOUTH STATE ROAD 7","PLANTATION","FL","33317"
"PR1P000600","51009","JACARANDA HEIGHTS, A CONDO","Broward","8592 W SUNRISE BLVD, PLANTATION, FL 33322","64","06/23/1983","Approved","Delinquent","MA00010876","JACARANDA HEIGHT CONDO ASSN., INC.","","PO BOX 590035","FORT LAUDERDALE","FL","33359"
"PR1P000632","51012","COVENTRY PLACE CONDO","Broward","5101 N OCEAN BLVD, OCEAN RIDGE, FL 33435-7067","22","06/27/1984","Approved","Delinquent","MA00014390","TURTLE BEACH OF OCEAN RIDGE CONDO ASSN","C/O LANG MANAGEMENT","790 PARK OF COMMERCE BLVD","BOCA RATON","FL","33487"
"PR1M020032","50124","APPLEWOOD VILLAGE IV - C, A CONDO","Broward","2400 LYONS RD, COCONUT CREEK, FL 33066","16","08/10/1988","Approved","Delinquent","MA00017392","APPLEWOOD VILLAGE IV CONDO ASSN INC","C/O J&L PROPERTY MANAGEMENT INC","10191 WEST SAMPLE ROAD","CORAL SPRINGS","FL","33065"
"PR1M020178","50140","COVES AT PARKWALK CONDO M","Palm Beach","5888 PARKWALK DR, BOYNTON BEACH, FL 33437-2312","8","08/30/1988","Approved","Delinquent","MA00010907","COVES AT ABERDEEN CONDO ASSN INC","C/O DEPT 424 - DAVENPORT PROFESSIONAL","PO BOX 4579","HOUSTON","TX","77210-4579"
"PR1M008472","48223","LA PINATA 2 CONDO","Palm Beach","3586 LA PAYAS CT., GREENACRES CITY, FL 33463","96","02/02/1979","Approved","Delinquent","MA00005222","LA PINATA CONDO ASSN., INC.","","3528 LA MAR CT #B-1","GREENACRES","FL","33463"
"PR1M008473","48224","LA PINATA 3 CONDO","Palm Beach","3586 LA PLAYAS CT 3, GREENACRES CITY, FL 33463-1845","96","02/09/1979","Approved","Delinquent","MA00005222","LA PINATA CONDO ASSN., INC.","","3528 LA MAR CT #B-1","GREENACRES","FL","33463"
"PR1P008205","51938","CYPRESS BEND III, A CONDO","Broward","2209 S CYPRESS BEND DR, POMPANO BEACH, FL 33069-4447","184","12/10/1981","Approved","Delinquent","MA00009705","CYPRESS BEND III CONDO ASSN INC","C/O REALMANAGE","PO BOX 803555","DALLAS","TX","75380"
"PR1P008341","51955","COUNTRY CLUB CHALET","Broward","10900-10948 W SAMPLE RD, CORAL SPRINGS, FL 33065","24","06/28/1984","Approved","Delinquent","MA00006839","COUNTRY CLUB CHALET CONDO ASSOC","","10950 W SAMPLE ROAD","CORAL SPRINGS","FL","33065-2634"
"PR1P008588","51973","BRENTWOOD WEST TOWNHOUSES A CONDO","Broward","P.O. BOX 290656 PO Box 290656, DAVIE, FL 33329-0656","92","04/28/1980","Approved","Delinquent","MA00010070","BRENTWOOD WEST TOWNHOUSE CONDO ASSN INC","C/O SHAREE FOWLER, ASSN TREASURER","4155 SW 66 LANE","DAVIE","FL","33314"
"PR1P001144","51071","CRESTHAVEN CONDO TOWNHOMES SEC. 2","Palm Beach","5725 FERNLEY DRIVE EAST, WEST PALM BEACH, FL 33415-8316","148","06/19/1978","Approved","Delinquent","MA00014830","CRESTHAVEN CONDO TOWNHOMES SEC 2 INC","C/O TAILORED COMMUNITY MGMT","PO BOX 2472","JUPITER","FL","33468"
"PR1P001154","51075","EL VIENTO AT BOCA POINTE CONDO NO. 2","Palm Beach","7924 GRANADA PLACE, BOCA RATON, FL 33433-6306","51","06/21/1985","Approved","Delinquent","MA00010106","EL VIENTO AT BOCA POINTE CONDO ASSN #2","C/O DEPT 424 -  DAVENPORT PROFESSIONAL","PO BOX 4579","HOUSTON","TX","77210-4579"
"PR1P001183","51082","VOYAGER CONDO, PH I","Broward","2900 NE 14TH ST CSWY, POMPANO BEACH, FL 33062-3605","129","01/23/1981","Approved","Delinquent","MA00012312","VOYAGER CONDOMINIUM ASSOC., INC.","","2900 NE 14TH STREET","POMPANO BEACH","FL","33062"
"PR1M020210","50147","COVES AT PARKWALK CONDO N","Palm Beach","PARKWALK DR, BOYNTON BEACH, FL 33472","8","11/15/1989","Approved","Delinquent","MA00010907","COVES AT ABERDEEN CONDO ASSN INC","C/O DEPT 424 - DAVENPORT PROFESSIONAL","PO BOX 4579","HOUSTON","TX","77210-4579"
"PR1M020241","50158","GERANIUM GARDENS CONDO.","Broward","W. OAKLAND PARK BLVD., LAUERDALE LAKES, FL 33313","36","01/01/1969","Approved","Delinquent","MA00005864","GERANIUM GARDENS CONDOMINIUM INC","C/O ARDENT PROPERTY GROUP LLC","6625 MIAMI LAKES DR, STE 312","HIALEAH","FL","33014"
"PR1M009124","48376","PALM-AIRE COUNTRY CLUB APT 30, 31, 34, &35 (PH 3)","Broward","3351 S PALM AIRE DR #30, POMPANO BEACH, FL 33069-4252","280","06/16/1972","Approved","Delinquent","MA00010977","PALM AIRE COUNTRY CLUB #3 INC","C/O THOMAS WILSON","3500 GATEWAY DRIVE #202","POMPANO BEACH","FL","33069"
"PR1G023758","46514","GRANVILLE CONDO A","Broward","7801-7903 GRANVILLE DRIVE, TAMARAC, FL 33321","52","10/24/1996","Approved","Delinquent","MA00022055","GRANVILLE CONDO A ASSN INC","","7851 GRANVILLE DRIVE","TAMARAC","FL","33321"
"PR1M003495","47454","COVES AT PARKWALK CONDO A","Palm Beach","5871 PARKWALK DR, BOYNTON BEACH, FL 33437-2311","12","12/28/1984","Approved","Delinquent","MA00010907","COVES AT ABERDEEN CONDO ASSN INC","C/O DEPT 424 - DAVENPORT PROFESSIONAL","PO BOX 4579","HOUSTON","TX","77210-4579"
"PR1M003496","47455","COVES AT PARKWALK CONDO B","Palm Beach","5867 PARKWALK DR, BOYNTON BEACH, FL 33437-2311","8","12/28/1984","Approved","Delinquent","MA00010907","COVES AT ABERDEEN CONDO ASSN INC","C/O DEPT 424 - DAVENPORT PROFESSIONAL","PO BOX 4579","HOUSTON","TX","77210-4579"
"PR1M003497","47456","COVES AT PARKWALK CONDO C","Palm Beach","5799 PARKWALK DR, BOYNTON BEACH, FL 33437-2309","12","12/11/1985","Approved","Delinquent","MA00010907","COVES AT ABERDEEN CONDO ASSN INC","C/O DEPT 424 - DAVENPORT PROFESSIONAL","PO BOX 4579","HOUSTON","TX","77210-4579"
"PR1P008736","52000","COLONY OAKS CONDO","Palm Beach","345 HAVERHILL RD N, WEST PALM BEACH, FL 33415-2069","32","11/30/1984","Approved","Delinquent","MA00014523","COLONY OAKS CONDO ASSN., INC.","C/O CHARLOTTE BURNETT","3765 GEORGIA AVENUE","WEST PALM BEACH","FL","33405"
"PR1P008940","52029","OAKLAND FOREST CLUB, A CONDO","Broward","2501 N PALM AIRE DR, POMPANO BEACH, FL 33069-3401","240","09/05/1985","Approved","Delinquent","MA00003624","OAKLAND FOREST CLUB CONDO, INC.","C/O AKAM","1815 GRIFFIN ROAD, SUITE 101","DANIA BEACH","FL","33304"
"PR1P001799","51143","GABLES OF BOCA BARWOOD, A CONDO, THE","Palm Beach","23288 SW 57TH AVE, BOCA RATON, FL 33428-7705","10","10/28/1978","Approved","Delinquent","MA00012468","GABLES EAST OF BOCA BARWOOD CONDO ASSN","","10112 USA TODAY WAY","MIRAMAR","FL","33025"
"PR1P001879","51152","CYPRESS PARK CONDO","Broward","140 S CYPRESS RD, POMPANO BEACH, FL 33060-7047","146","01/01/1977","Approved","Delinquent","MA00005677","CYPRESS PARK CONDO ASSN, INC","C/O PRISM COMMUNITY MANAGEMENT, INC","7777 GLADES RD, SUITE 100","BOCA RATON","FL","33434"
"PR1P001906","51155","LA FONTANA CONDO","Palm Beach","2001 N OCEAN BLVD, BOCA RATON, FL 33431-7848","162","10/28/1980","Approved","Delinquent","MA00007647","LA FONTANA CONDO ASSN., INC.","","2001 N OCEAN BLVD","BOCA RATON","FL","33431"
"PR1M003498","47457","COVES AT PARKWALK CONDO D","Palm Beach","5823 PARKWALK DR, BOYNTON BEACH, FL 33437-2311","12","01/30/1985","Approved","Delinquent","MA00010907","COVES AT ABERDEEN CONDO ASSN INC","C/O DEPT 424 - DAVENPORT PROFESSIONAL","PO BOX 4579","HOUSTON","TX","77210-4579"
"PR1M003499","47458","COVES AT PARKWALK CONDO E","Palm Beach","5867 PARKWALK DR, BOYNTON BEACH, FL 33437-2311","12","12/28/1984","Approved","Delinquent","MA00010907","COVES AT ABERDEEN CONDO ASSN INC","C/O DEPT 424 - DAVENPORT PROFESSIONAL","PO BOX 4579","HOUSTON","TX","77210-4579"
"PR1M003500","47459","COVES AT PARKWALK CONDO F","Palm Beach","4965 LE CHALET BLVD, BOYNTON BEACH, FL 33436-1405","12","05/14/1986","Approved","Delinquent","MA00010907","COVES AT ABERDEEN CONDO ASSN INC","C/O DEPT 424 - DAVENPORT PROFESSIONAL","PO BOX 4579","HOUSTON","TX","77210-4579"
"PR1M003501","47460","COVES AT PARKWALK CONDO G","Palm Beach","6045 PARKWALK DR, BOYNTON BEACH, FL 33437-2311","12","09/22/1986","Approved","Delinquent","MA00010907","COVES AT ABERDEEN CONDO ASSN INC","C/O DEPT 424 - DAVENPORT PROFESSIONAL","PO BOX 4579","HOUSTON","TX","77210-4579"
"PR1M003502","47461","COVES AT PARKWALK CONDO H","Palm Beach","6069 PARKWALK DR, BOYNTON BEACH, FL 33437-2311","12","09/22/1986","Approved","Delinquent","MA00010907","COVES AT ABERDEEN CONDO ASSN INC","C/O DEPT 424 - DAVENPORT PROFESSIONAL","PO BOX 4579","HOUSTON","TX","77210-4579"
"PR1P009315","52069","HAMPTON COURT CONDO","Broward","5861 WASHINGTON STREET, HOLLYWOOD, FL 33023","180","09/30/1982","Approved","Delinquent","MA00007980","HAMPTON COURT CONDO ASSN, INC","C/O NESS PROPERTY MANAGEMENT GROUP INC","999 S.W. 1SR AVENUE","MIAMI","FL","33130"
"PR1P002061","51170","PORTOFINO VILLAGE II C","Broward","3201 PORTOFINO PT, COCONUT CREEK, FL 33066-1227","48","06/06/1980","Approved","Delinquent","MA73149","WYNMOOR COMMUNITY COUNCIL, INC","","1001 WYNMOOR CIRCLE","COCONUT CREEK","FL","33066"
"PR1P002421","51211","LAKES OF NEWPORT CONDO I","Broward","100 NW 76TH AVE, PLANTATION, FL 33324","100","02/14/1983","Approved","Delinquent","MA00005723","LAKES OF NEWPORT CONDO I ASSN INC","C/O REALMANAGE","PO BOX 803555","DALLAS","TX","75380-3555"
"PR1M004046","47518","APPLEWOOD VILLAGE II - E, A CONDO","Broward","2400 LYONS RD, COCONUT CREEK, FL 33066","30","04/20/1987","Approved","Delinquent","MA00007267","APPLEWOOD VILLAGE II CONDO ASSN INC","","12270 SW 3RD STREET #200","PLANTATION","FL","33325"
"PR1M004047","47519","APPLEWOOD VILLAGE II - F, A CONDO","Broward","2400 LYONS RD, COCONUT CREEK, FL 33066","30","06/11/1987","Approved","Delinquent","MA00007267","APPLEWOOD VILLAGE II CONDO ASSN INC","","12270 SW 3RD STREET #200","PLANTATION","FL","33325"
"PR1G025188","46620","HARBOUR HOMES OF BOCA CONDO","Palm Beach","2499 GLADES ROAD-SUITE 110, BOCA RATON, FL 33431","18","05/12/2000","Approved","Delinquent","MA00023503","HARBOUR HOMES OF BOCA CONDO ASSOC INC","C/O Juda, Eskew & Associates, P.A.","8211 WEST BROWARD BLVD, SUITE #PH1","PLANTATION","FL","33324"
"PR1G025344","46627","TOSCANA WEST, A CONDO","Palm Beach","3700 SOUTH OCEAN BOULEVARD, HIGHLAND BEACH, FL 33487","118","12/13/2001","Approved","Delinquent","MA00023708","TOSCANA WEST CONDO ASSOC., INC.","","3720 SOUTH OCEAN BOULEVARD","HIGHLAND BEACH","FL","33487"
"PR1P009759","52122","LAURELS AT MARGATE","Broward","340 W LAUREL DR, MARGATE, FL 33063-5363","256","12/01/1973","Approved","Delinquent","MA00006721","LAURELS AT MARGATE CONDO ASSN INC, THE","","340 W LAUREL DR","MARGATE","FL","33063-5363"
"PR1P002468","51218","CYPRESS POINT CONDO","Palm Beach","101-190 & 201-296 CYPRESS, PALM BEACH GARDENS, FL 33401","90","03/31/1982","Approved","Delinquent","MA00013662","CYPRESS POINT CONDO ASSN, INC","","191 CYPRESS POINT DRIVE","PALM BEACH GARDENS","FL","33418"
"PR1P002578","51229","MADISON MANOR, A CONDO","Broward","2942 CORAL SPRINGS DR, CORAL SPRINGS, FL 33065-3828","38","09/02/1981","Approved","Delinquent","MA00002315","MADISON MANOR CONDO ASSN INC","C/O J & L MANAGEMENT","10191 W SAMPLE RD, #203","CORAL SPRINGS","FL","33065-4150"
"PR1M005294","47704","WOOD HUE CONDO SEC 2","Broward","4250 N.W. 21ST STREET, LAUDERHILL, FL 33313-3602","48","12/02/1975","Approved","Delinquent","MA00005080","WOOD HUE CONDO ASSN INC","","4250 NW 21ST STREET","LAUDERHILL","FL","33313"
"PR1M005295","47705","WOOD HUE CONDO PH III","Broward","4250 N.W. 21ST STREET, LAUDERHILL, FL 33313-3602","48","05/22/1978","Approved","Delinquent","MA00005080","WOOD HUE CONDO ASSN INC","","4250 NW 21ST STREET","LAUDERHILL","FL","33313"
"PR1M005296","47706","WOOD HUE CONDO SEC 4","Broward","4250 N.W. 21ST STREET, LAUDERHILL, FL 33313-3602","48","05/22/1978","Approved","Delinquent","MA00005080","WOOD HUE CONDO ASSN INC","","4250 NW 21ST STREET","LAUDERHILL","FL","33313"
"PR1L004688","46817","PINES AT WOODMONT III, A CONDO","Broward","8631 W MCNAB RD, TAMARAC, FL 33321-3210","61","10/28/1981","Approved","Delinquent","MA00013451","PINES AT WOODMONT III CONDO ASSN INC","","8211 WEST BROWARD BLVD, PH1","PLANTATION","FL","33324"
"PR1L004855","46818","WINDSONG AT BOCA DEL MAR, A CONDO","Palm Beach","6314 LONG BOAT LANE, BOCA RATON, FL 33433-5107","64","02/03/1981","Approved","Delinquent","MA00000296","WINDSONG AT BOCA DEL MAR CONDO ASSN","C/O GRANT PROPERTY MANAGEMENT","851 BROKEN SOUND PKWY NW","BOCA RATON","FL","33487"
"PR1L008481","46837","N.W. 44TH COURT CONDO 2","Palm Beach","7924 NW 44 COURT, BOCA RATON, FL 33486","3","01/22/1985","Approved","Delinquent","MA00022559","NW 44TH COURT CONDO #2 ASSN INC","C/O NILU ESTATES LLC","816 SW 2 ST","BOCA RATON","FL","33486"
